,id,seccion,agrupacion_ganadora,CAMBIEMOS_perc,FRENTE PARA LA VICTORIA_perc,CAMBIEMOS_votos,FRENTE PARA LA VICTORIA_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos
301,LA PAMPA_CHALILEO,"Chalileo, La Pampa",FRENTE PARA LA VICTORIA,33.89,66.11,627,1223,76.46,2451,1874,0.64,0,0.64,12,0,12
302,LA PAMPA_CHAPALEUFU,"Chapaleufu, La Pampa",CAMBIEMOS,54.54,45.46,4402,3669,81.16,10114,8209,0.78,0,0.9,64,0,74
303,LA PAMPA_CHICAL CO,"Chical-Co, La Pampa",FRENTE PARA LA VICTORIA,34.99,65.01,302,561,72.8,1202,875,0.57,0,0.8,5,0,7
304,LA PAMPA_CONHELO,"Conhelo, La Pampa",FRENTE PARA LA VICTORIA,47.88,52.12,4543,4946,80.5,12025,9680,0.93,0.03,1.01,90,3,98
305,LA PAMPA_CURACO,"Curaco, La Pampa",FRENTE PARA LA VICTORIA,35.95,64.05,211,376,76.53,784,600,0.5,0,1.67,3,0,10
306,LA PAMPA_GUATRACHE,"Guatrache, La Pampa",CAMBIEMOS,64.12,35.88,3619,2025,77.53,7449,5775,1.39,0,0.88,80,0,51
307,LA PAMPA_HUCAL,"Hucal, La Pampa",CAMBIEMOS,61.08,38.92,3387,2158,81.45,6987,5691,1.58,0,0.98,90,0,56
308,LA PAMPA_LIHUEL CALEL,"Lihuel Calel, La Pampa",FRENTE PARA LA VICTORIA,36.53,63.47,61,106,66.8,250,167,0,0,0,0,0,0
309,LA PAMPA_LIMAY MAHUIDA,"Limay Mahuida, La Pampa",CAMBIEMOS,52.1,47.9,161,148,67.61,460,311,0.64,0,0,2,0,0
310,LA PAMPA_LOVENTUE,"Loventue, La Pampa",FRENTE PARA LA VICTORIA,45.13,54.87,2625,3192,77.16,7645,5899,0.61,0,0.78,36,0,46
311,LA PAMPA_MARACO,"Maraco, La Pampa",CAMBIEMOS,53.33,46.67,20805,18210,80.42,50002,40210,1.04,0.04,1.89,419,15,761
312,LA PAMPA_PUELEN,"Puelen, La Pampa",FRENTE PARA LA VICTORIA,47.18,52.82,2646,2962,76.57,7549,5780,0.92,0.05,2.01,53,3,116
313,LA PAMPA_QUEMU QUEMU,"Quemu Quemu, La Pampa",CAMBIEMOS,58.73,41.27,3456,2429,80.67,7446,6007,1.27,0,0.77,76,0,46
314,LA PAMPA_RANCUL,"Rancul, La Pampa",CAMBIEMOS,50.19,49.81,3441,3415,77.27,9011,6963,0.8,0.06,0.67,56,4,47
315,LA PAMPA_REALICO,"Realico, La Pampa",CAMBIEMOS,54.08,45.92,6000,5094,80.27,14119,11333,1.07,0,1.04,121,0,118
316,LA PAMPA_TOAY,"Toay, La Pampa",FRENTE PARA LA VICTORIA,47.39,52.61,4022,4465,79.63,10874,8659,0.68,0.01,1.29,59,1,112
317,LA PAMPA_TRENEL,"Trenel, La Pampa",FRENTE PARA LA VICTORIA,44.77,55.23,1668,2058,80.57,4705,3791,0.98,0,0.74,37,0,28
318,LA PAMPA_UTRACAN,"Utracan, La Pampa",CAMBIEMOS,57.03,42.97,5595,4215,76.22,13158,10029,0.72,0.11,1.36,72,11,136
319,LA RIOJA_ARAUCO,"Arauco, La Rioja",FRENTE PARA LA VICTORIA,46.81,53.19,4114,4675,75.76,11870,8993,1.12,0.06,1.09,101,5,98
320,LA RIOJA_CAPITAL,"Capital, La Rioja",CAMBIEMOS,61.74,38.26,67024,41533,78.24,141668,110842,0.89,0.03,1.14,990,32,1263
321,LA RIOJA_CASTRO BARROS,"Castro Barros, La Rioja",FRENTE PARA LA VICTORIA,45.34,54.66,1551,1870,80.9,4387,3549,2.25,0.45,0.9,80,16,32
322,LA RIOJA_CHAMICAL,"Chamical, La Rioja",CAMBIEMOS,54.6,45.4,4628,3848,74.13,11647,8634,1.16,0.02,0.65,100,2,56
323,LA RIOJA_CHILECITO,"Chilecito, La Rioja",CAMBIEMOS,62.39,37.61,17779,10719,77.74,37552,29194,1.61,0.01,0.76,471,3,222
324,LA RIOJA_FAMATINA,"Famatina, La Rioja",CAMBIEMOS,54.18,45.82,2202,1862,81.11,5099,4136,1.35,0,0.39,56,0,16
325,LA RIOJA_CORONEL FELIPE VARELA,"Felipe Varela, La Rioja",FRENTE PARA LA VICTORIA,44.43,55.57,2962,3704,78.4,8699,6820,1.6,0.01,0.65,109,1,44
326,LA RIOJA_GENERAL ANGEL V. PEÑALOZA,"General Angel V. Peñaloza, La Rioja",FRENTE PARA LA VICTORIA,37.81,62.19,684,1125,74.14,2486,1843,1.09,0,0.76,20,0,14
327,LA RIOJA_GENERAL BELGRANO,"General Belgrano, La Rioja",CAMBIEMOS,55.65,44.35,2438,1943,70.4,6337,4461,1.12,0,0.67,50,0,30
328,LA RIOJA_GENERAL LAMADRID,"General Lamadrid, La Rioja",FRENTE PARA LA VICTORIA,41.19,58.81,549,784,80.89,1664,1346,0.3,0,0.67,4,0,9
329,LA RIOJA_GENERAL OCAMPO,"General Ocampo, La Rioja",FRENTE PARA LA VICTORIA,33.59,66.41,1451,2869,74.35,5890,4379,0.71,0.02,0.62,31,1,27
330,LA RIOJA_GENERAL SAN MARTIN,"General San Martin, La Rioja",FRENTE PARA LA VICTORIA,41.72,58.28,1179,1647,74.08,3897,2887,1.11,0,1,32,0,29
331,LA RIOJA_INDEPENDENCIA,"Independencia, La Rioja",FRENTE PARA LA VICTORIA,38.66,61.34,576,914,76.84,1965,1510,1.19,0,0.13,18,0,2
332,LA RIOJA_GENERAL JUAN F. QUIROGA,"Juan Facundo Quiroga, La Rioja",FRENTE PARA LA VICTORIA,38.53,61.47,952,1519,73.66,3428,2525,1.19,0,0.95,30,0,24
333,LA RIOJA_ROSARIO VERA PEÑALOZA,"Rosario Vera Peñaloza, La Rioja",FRENTE PARA LA VICTORIA,36.96,63.04,3099,5286,70.97,12032,8539,0.98,0.11,0.71,84,9,61
334,LA RIOJA_SAN BLAS DE LOS SAUCES,"San Blas De Los Sauces, La Rioja",FRENTE PARA LA VICTORIA,47.54,52.46,1169,1290,78.07,3210,2506,0.72,0.04,1.12,18,1,28
335,LA RIOJA_SANAGASTA,"Sanagasta, La Rioja",FRENTE PARA LA VICTORIA,47.65,52.35,1087,1194,85.01,2721,2313,0.43,0,0.95,10,0,22
336,LA RIOJA_VINCHINA,"Vinchina, La Rioja",FRENTE PARA LA VICTORIA,39.06,60.94,648,1011,68.75,2451,1685,1.54,0,0,26,0,0
337,MENDOZA_CAPITAL,"Capital, Mendoza",CAMBIEMOS,70.05,29.95,52932,22635,78.34,99182,77703,1.12,0.04,1.59,870,34,1232
338,MENDOZA_GENERAL ALVEAR,"General Alvear, Mendoza",FRENTE PARA LA VICTORIA,49.95,50.05,14643,14675,81.39,36919,30048,0.98,0.08,1.38,293,23,414
339,MENDOZA_GODOY CRUZ,"Godoy Cruz, Mendoza",CAMBIEMOS,65.16,34.84,78906,42195,80.57,154858,124769,1.01,0.08,1.85,1262,96,2310
340,MENDOZA_GUAYMALLEN,"Guaymallen, Mendoza",CAMBIEMOS,61.85,38.15,106588,65738,81.43,218078,177578,0.94,0.06,1.95,1667,114,3471
341,MENDOZA_JUNIN,"Junin, Mendoza",CAMBIEMOS,60.1,39.9,15897,10552,84.06,32503,27322,1.3,0.03,1.87,354,7,512
342,MENDOZA_LA PAZ,"La Paz, Mendoza",CAMBIEMOS,52.3,47.7,3746,3416,84.77,8591,7283,0.54,0.01,1.11,39,1,81
343,MENDOZA_LAS HERAS,"Las Heras, Mendoza",CAMBIEMOS,54.54,45.46,65813,54856,81.45,152957,124583,1.01,0.08,2.05,1258,104,2552
344,MENDOZA_LAVALLE,"Lavalle, Mendoza",FRENTE PARA LA VICTORIA,40.24,59.76,10143,15066,84.65,30417,25749,0.91,0.03,1.15,235,8,297
345,MENDOZA_LUJAN DE CUYO,"Lujan, Mendoza",CAMBIEMOS,61.38,38.62,48155,30301,84.16,96021,80813,0.9,0.05,1.97,726,41,1590
346,MENDOZA_MAIPU,"Maipu, Mendoza",CAMBIEMOS,54.68,45.32,59431,49250,84.03,133498,112173,1.11,0.07,1.93,1246,83,2163
347,MENDOZA_MALARGÜE,"Malargüe, Mendoza",FRENTE PARA LA VICTORIA,47.83,52.17,8006,8732,77.22,22320,17235,1.8,0.05,1.03,311,8,178
348,MENDOZA_RIVADAVIA,"Rivadavia, Mendoza",CAMBIEMOS,57.53,42.47,20227,14935,83.74,43120,36108,1.1,0.08,1.43,398,30,518
349,MENDOZA_SAN CARLOS,"San Carlos, Mendoza",CAMBIEMOS,56.4,43.6,11677,9027,84.27,25142,21187,0.99,0.03,1.26,209,7,267
350,MENDOZA_SAN MARTIN,"San Martin, Mendoza",CAMBIEMOS,52.98,47.02,39219,34809,83.21,91278,75949,0.98,0.06,1.49,742,49,1130
351,MENDOZA_SAN RAFAEL,"San Rafael, Mendoza",CAMBIEMOS,50.3,49.7,57201,56527,82.01,142559,116910,1.1,0.07,1.55,1287,80,1815
352,MENDOZA_SANTA ROSA,"Santa Rosa, Mendoza",FRENTE PARA LA VICTORIA,44.81,55.19,4994,6150,85.77,13182,11306,0.84,0,0.59,95,0,67
353,MENDOZA_TUNUYAN,"Tunuyan, Mendoza",CAMBIEMOS,55.39,44.61,17273,13910,83.86,38057,31915,0.88,0.06,1.35,281,19,432
354,MENDOZA_TUPUNGATO,"Tupungato, Mendoza",CAMBIEMOS,53.19,46.81,10270,9038,83.44,23667,19747,0.67,0.09,1.46,133,17,289
355,MISIONES_25 DE MAYO,"25 De Mayo, Misiones",FRENTE PARA LA VICTORIA,29.71,70.29,4872,11527,79.38,20829,16534,0.66,0.01,0.15,109,1,25
356,MISIONES_APOSTOLES,"Apostoles, Misiones",FRENTE PARA LA VICTORIA,43.66,56.34,11179,14424,80.05,32511,26024,0.75,0,0.87,194,1,226
357,MISIONES_CAINGUAS,"Cainguas, Misiones",FRENTE PARA LA VICTORIA,28.3,71.7,9232,23388,81.65,40661,33201,1.27,0.01,0.47,421,4,156
358,MISIONES_CANDELARIA,"Candelaria, Misiones",FRENTE PARA LA VICTORIA,36.34,63.66,6146,10767,79.59,21527,17133,0.55,0.1,0.64,94,17,109
359,MISIONES_CAPITAL,"Capital, Misiones",CAMBIEMOS,52.92,47.08,108644,96643,80.12,260261,208523,0.53,0.02,1,1096,50,2090
360,MISIONES_CONCEPCION,"Concepcion De La Sierra, Misiones",FRENTE PARA LA VICTORIA,34.85,65.15,1938,3623,78.34,7176,5622,0.75,0,0.34,42,0,19
361,MISIONES_ELDORADO,"El Dorado, Misiones",FRENTE PARA LA VICTORIA,41.53,58.47,19446,27382,80.96,58887,47677,0.53,0.22,1.03,255,104,490
362,MISIONES_GENERAL MANUEL BELGRANO,"Gral. Manuel Belgrano, Misiones",FRENTE PARA LA VICTORIA,27.99,72.01,6510,16750,74.18,31684,23503,0.56,0.02,0.46,131,5,107
363,MISIONES_GUARANI,"Guarani, Misiones",FRENTE PARA LA VICTORIA,30.69,69.31,11479,25926,78.69,48184,37916,0.81,0.01,0.53,307,4,200
364,MISIONES_IGUAZU,"Iguazu, Misiones",FRENTE PARA LA VICTORIA,43.45,56.55,20991,27323,78.04,62775,48988,0.46,0.01,0.91,225,4,445
365,MISIONES_LIBERTADOR GENERAL SAN MARTIN,"L. General San Martin, Misiones",FRENTE PARA LA VICTORIA,44.13,55.87,12270,15535,81.3,34744,28246,1.01,0.02,0.53,285,5,151
366,MISIONES_LEANDRO N. ALEM,"Leandro N. Alem, Misiones",FRENTE PARA LA VICTORIA,39.92,60.08,12217,18388,83.94,37108,31150,0.99,0.04,0.73,308,11,226
367,MISIONES_MONTECARLO,"Montecarlo, Misiones",FRENTE PARA LA VICTORIA,42.64,57.36,9013,12123,79.09,26991,21347,0.47,0.01,0.51,100,3,108
368,MISIONES_OBERA,"Obera, Misiones",FRENTE PARA LA VICTORIA,39.41,60.59,25505,39215,80.95,81022,65589,0.61,0.01,0.7,402,5,462
369,MISIONES_SAN IGNACIO,"San Ignacio, Misiones",FRENTE PARA LA VICTORIA,34.16,65.84,11708,22564,80.06,43257,34630,0.55,0.02,0.46,192,6,160
370,MISIONES_SAN JAVIER,"San Javier, Misiones",FRENTE PARA LA VICTORIA,34.16,65.84,4200,8094,77.88,16001,12462,0.67,0.01,0.67,84,1,83
371,MISIONES_SAN PEDRO,"San Pedro, Misiones",FRENTE PARA LA VICTORIA,20.77,79.23,2958,11282,78.5,18314,14377,0.78,0,0.17,112,0,25
372,NEUQUEN_ALUMINE,"Alumine, Neuquen",FRENTE PARA LA VICTORIA,42.35,57.65,2125,2893,80.86,6453,5218,1.23,0.06,2.55,64,3,133
373,NEUQUEN_AÑELO,"Añelo, Neuquen",FRENTE PARA LA VICTORIA,35.79,64.21,2808,5038,78.28,10442,8174,1.02,0,3,83,0,245
374,NEUQUEN_CATAN LIL,"Catan Lil, Neuquen",FRENTE PARA LA VICTORIA,21.32,78.68,256,945,78.8,1566,1234,0.81,0.32,1.54,10,4,19
375,NEUQUEN_CHOS MALAL,"Chos Malal, Neuquen",FRENTE PARA LA VICTORIA,40.47,59.53,3859,5677,79.76,12359,9857,1.14,0.03,2.09,112,3,206
376,NEUQUEN_COLLON CURA,"Collon Cura, Neuquen",FRENTE PARA LA VICTORIA,36.72,63.28,1125,1939,80.94,3887,3146,0.64,0.03,1.94,20,1,61
377,NEUQUEN_CONFLUENCIA,"Confluencia, Neuquen",FRENTE PARA LA VICTORIA,46.91,53.09,118259,133836,84.83,308798,261938,1.22,0.05,2.49,3188,121,6534
378,NEUQUEN_HUILICHES,"Huiliches, Neuquen",FRENTE PARA LA VICTORIA,48.24,51.76,4861,5215,81.79,12863,10521,1.37,0,2.86,144,0,301
379,NEUQUEN_LACAR,"Lacar, Neuquen",CAMBIEMOS,58.23,41.77,11326,8123,78.66,25955,20417,1.24,0.02,3.47,254,5,709
380,NEUQUEN_LONCOPUE,"Loncopue, Neuquen",FRENTE PARA LA VICTORIA,42.55,57.45,1864,2517,83.95,5440,4567,1.18,0,2.89,54,0,132
381,NEUQUEN_LOS LAGOS,"Los Lagos, Neuquen",CAMBIEMOS,58.01,41.99,4247,3074,77.16,9848,7599,1.17,0.05,2.43,89,4,185
382,NEUQUEN_MINAS,"Minas, Neuquen",FRENTE PARA LA VICTORIA,34.29,65.71,1753,3360,81.06,6540,5301,1.23,0.02,2.3,65,1,122
383,NEUQUEN_PEHUENCHES,"Pehuenches, Neuquen",CAMBIEMOS,52.41,47.59,7781,7065,77.53,19715,15285,0.67,0.03,2.17,103,5,331
384,NEUQUEN_PICUN LEUFU,"Picun Leufu, Neuquen",FRENTE PARA LA VICTORIA,35.55,64.45,1131,2050,84.32,3878,3270,0.52,0.09,2.11,17,3,69
385,NEUQUEN_PICUNCHES,"Picunches, Neuquen",FRENTE PARA LA VICTORIA,48.62,51.38,2111,2231,80.03,5557,4447,0.9,0.02,1.44,40,1,64
386,NEUQUEN_ZAPALA,"Zapala, Neuquen",CAMBIEMOS,50.02,49.98,12690,12679,83.6,31336,26196,0.87,0.06,2.23,228,15,584
387,NEUQUEN_ÑORQUIN,"Ñorquin, Neuquen",FRENTE PARA LA VICTORIA,34.09,65.91,1154,2231,81.48,4281,3488,1.09,0,1.86,38,0,65
388,RIO NEGRO_25 DE MAYO,"25 De Mayo, Rio Negro",FRENTE PARA LA VICTORIA,22.65,77.35,1957,6683,72.91,12073,8803,0.62,0.01,1.22,55,1,107
389,RIO NEGRO_ADOLFO ALSINA,"Adolfo Alsina, Rio Negro",FRENTE PARA LA VICTORIA,39.69,60.31,15822,24042,79.39,51654,41009,0.83,0.03,1.93,341,13,791
390,RIO NEGRO_AVELLANEDA,"Avellaneda, Rio Negro",FRENTE PARA LA VICTORIA,36.12,63.88,7795,13783,79.91,27762,22184,0.76,0,1.97,168,1,437
391,RIO NEGRO_BARILOCHE,"Bariloche, Rio Negro",FRENTE PARA LA VICTORIA,38.6,61.4,31362,49880,77.43,108491,84009,1.16,0.04,2.1,972,35,1760
392,RIO NEGRO_CONESA,"Conesa, Rio Negro",FRENTE PARA LA VICTORIA,36.14,63.86,1497,2645,76.14,5562,4235,0.61,0,1.58,26,0,67
393,RIO NEGRO_EL CUY,"El Cuy, Rio Negro",FRENTE PARA LA VICTORIA,23.52,76.48,527,1714,75.86,3028,2297,1.31,0.17,0.96,30,4,22
394,RIO NEGRO_GENERAL ROCA,"General Roca, Rio Negro",FRENTE PARA LA VICTORIA,37.76,62.24,75843,124988,82.7,250689,207316,0.97,0.03,2.12,2020,61,4404
395,RIO NEGRO_9 DE JULIO,"Nueve De Julio, Rio Negro",FRENTE PARA LA VICTORIA,20.34,79.66,434,1700,71.37,3032,2164,0.55,0,0.83,12,0,18
396,RIO NEGRO_PICHI MAHUIDA,"Pichi Mahuida, Rio Negro",FRENTE PARA LA VICTORIA,37.35,62.65,3466,5815,79.78,11950,9534,1.19,0,1.47,113,0,140
397,RIO NEGRO_PILCANIYEU,"Pilcaniyeu, Rio Negro",FRENTE PARA LA VICTORIA,35.87,64.13,1813,3242,78.18,6628,5182,0.75,0,1.7,39,0,88
398,RIO NEGRO_SAN ANTONIO,"San Antonio Oeste, Rio Negro",FRENTE PARA LA VICTORIA,32.95,67.05,6356,12936,77.26,25604,19782,1.05,0.01,1.42,207,2,281
399,RIO NEGRO_VALCHETA,"Valcheta, Rio Negro",FRENTE PARA LA VICTORIA,30.55,69.45,877,1994,71.34,4097,2923,0.55,0,1.23,16,0,36
400,RIO NEGRO_ÑORQUINCO,"Ñorquinco, Rio Negro",FRENTE PARA LA VICTORIA,14.98,85.02,127,721,65.48,1324,867,1.04,0,1.15,9,0,10
401,SALTA_ANTA,"Anta, Salta",FRENTE PARA LA VICTORIA,33.63,66.37,11290,22278,74.16,45752,33930,0.57,0.08,0.41,194,28,140
402,SALTA_CACHI,"Cachi, Salta",FRENTE PARA LA VICTORIA,43.81,56.19,2053,2633,73.55,6481,4767,0.73,0.17,0.8,35,8,38
403,SALTA_CAFAYATE,"Cafayate, Salta",FRENTE PARA LA VICTORIA,33.52,66.48,3065,6079,78.52,11841,9297,0.59,0.14,0.91,55,13,85
404,SALTA_CAPITAL,"Capital, Salta",CAMBIEMOS,54.27,45.73,172449,145286,80.34,404948,325336,0.87,0.12,1.35,2822,393,4386
405,SALTA_CERRILLOS,"Cerrillos, Salta",FRENTE PARA LA VICTORIA,47.72,52.28,11315,12398,83.17,29002,24121,0.65,0.21,0.83,156,51,201
406,SALTA_CHICOANA,"Chicoana, Salta",FRENTE PARA LA VICTORIA,45.99,54.01,6069,7127,81.53,16401,13371,0.51,0.04,0.76,68,6,101
407,SALTA_GENERAL GUEMES,"General Guemes, Salta",FRENTE PARA LA VICTORIA,38.32,61.68,10789,17364,79.18,36200,28662,0.6,0.06,1.12,171,18,320
408,SALTA_GUACHIPAS,"Guachipas, Salta",FRENTE PARA LA VICTORIA,48.93,51.07,938,979,80.04,2435,1949,0.87,0.05,0.72,17,1,14
409,SALTA_IRUYA,"Iruya, Salta",FRENTE PARA LA VICTORIA,24.89,75.11,274,827,73.02,1527,1115,0.27,0,0.99,3,0,11
410,SALTA_LA CALDERA,"La Caldera, Salta",CAMBIEMOS,53.86,46.14,4225,3619,82.62,9681,7998,1,0.05,0.88,80,4,70
411,SALTA_LA CANDELARIA,"La Candelaria, Salta",FRENTE PARA LA VICTORIA,38.35,61.65,1587,2551,79.16,5282,4181,0.5,0,0.53,21,0,22
412,SALTA_LA POMA,"La Poma, Salta",FRENTE PARA LA VICTORIA,38.65,61.35,383,608,74.78,1364,1020,0.88,0.1,1.86,9,1,19
413,SALTA_LA VIÑA,"La Viña, Salta",FRENTE PARA LA VICTORIA,44.58,55.42,2284,2839,78.11,6661,5203,0.73,0,0.81,38,0,42
414,SALTA_LOS ANDES,"Los Andes, Salta",FRENTE PARA LA VICTORIA,36.44,63.56,1372,2393,74.14,5197,3853,0.93,0.03,1.32,36,1,51
415,SALTA_METAN,"Metan, Salta",FRENTE PARA LA VICTORIA,47.24,52.76,11432,12767,75.84,32423,24591,0.69,0.04,0.86,170,11,211
416,SALTA_MOLINOS,"Molinos, Salta",FRENTE PARA LA VICTORIA,34.74,65.26,1112,2089,73.73,4382,3231,0.4,0,0.53,13,0,17
417,SALTA_ORAN,"Oran, Salta",FRENTE PARA LA VICTORIA,41.19,58.81,30606,43691,71.19,106110,75535,0.84,0.06,0.73,636,47,555
418,SALTA_ROSARIO DE LA FRONTERA,"Rosario De La Frontera, Salta",FRENTE PARA LA VICTORIA,39.29,60.71,7166,11072,77.34,23985,18550,0.84,0.06,0.79,155,11,146
419,SALTA_ROSARIO DE LERMA,"Rosario De Lerma, Salta",FRENTE PARA LA VICTORIA,48.67,51.33,11906,12557,80.99,30771,24921,0.59,0.15,1.1,147,37,274
420,SALTA_SAN CARLOS,"San Carlos, Salta",FRENTE PARA LA VICTORIA,30.45,69.55,1111,2538,73.88,5003,3696,0.62,0.03,0.62,23,1,23
421,SALTA_GENERAL JOSE DE SAN MARTIN,"San Martin, Salta",FRENTE PARA LA VICTORIA,27.47,72.53,23518,62105,71.63,121026,86696,0.57,0.07,0.6,494,57,522
422,SAN JUAN_25 DE MAYO,"25 De Mayo, San Juan",FRENTE PARA LA VICTORIA,30.33,69.67,2906,6675,81.36,11870,9657,0.36,0.02,0.4,35,2,39
423,SAN JUAN_ALBARDON,"Albardon, San Juan",FRENTE PARA LA VICTORIA,32.6,67.4,5248,10852,86.44,18945,16376,0.73,0.07,0.89,119,11,146
424,SAN JUAN_ANGACO,"Angaco, San Juan",FRENTE PARA LA VICTORIA,36.35,63.65,2049,3588,83.6,6859,5734,0.61,0.1,0.98,35,6,56
425,SAN JUAN_CALINGASTA,"Calingasta, San Juan",FRENTE PARA LA VICTORIA,32.19,67.81,1818,3829,78.79,7356,5796,0.85,0,1.73,49,0,100
426,SAN JUAN_CAPITAL,"Capital, San Juan",CAMBIEMOS,57.68,42.32,42731,31355,81.23,93083,75614,0.84,0.08,1.1,636,62,830
427,SAN JUAN_CAUCETE,"Caucete, San Juan",FRENTE PARA LA VICTORIA,37.32,62.68,8225,13814,79.36,28263,22429,0.86,0.09,0.78,194,20,176
428,SAN JUAN_CHIMBAS,"Chimbas, San Juan",FRENTE PARA LA VICTORIA,31.08,68.92,15291,33914,84.47,59484,50249,0.7,0.09,1.29,352,45,647
429,SAN JUAN_IGLESIA,"Iglesia, San Juan",FRENTE PARA LA VICTORIA,39.43,60.57,2002,3075,79.31,6516,5168,0.83,0,0.93,43,0,48
430,SAN JUAN_JACHAL,"Jachal, San Juan",FRENTE PARA LA VICTORIA,31.74,68.26,4624,9943,82.46,18059,14892,0.84,0.01,1.33,125,2,198
431,SAN JUAN_9 DE JULIO,"Nueve De Julio, San Juan",FRENTE PARA LA VICTORIA,33.45,66.55,2286,4549,84.82,8267,7012,1.57,0.21,0.74,110,15,52
432,SAN JUAN_POCITO,"Pocito, San Juan",FRENTE PARA LA VICTORIA,29.39,70.61,8738,20993,83.65,36300,30364,0.92,0.04,1.12,280,13,340
433,SAN JUAN_RAWSON,"Rawson, San Juan",FRENTE PARA LA VICTORIA,37.62,62.38,27297,45255,82.49,89859,74121,0.72,0.06,1.35,530,41,998
434,SAN JUAN_RIVADAVIA,"Rivadavia, San Juan",FRENTE PARA LA VICTORIA,46.79,53.21,25581,29092,84.3,66201,55806,0.74,0.11,1.19,412,59,662
435,SAN JUAN_SAN MARTIN,"San Martin, San Juan",FRENTE PARA LA VICTORIA,31.83,68.17,2214,4742,85.3,8279,7062,0.68,0.04,0.78,48,3,55
436,SAN JUAN_SANTA LUCIA,"Santa Lucia, San Juan",FRENTE PARA LA VICTORIA,44.63,55.37,14477,17958,83.23,39763,33094,0.75,0.08,1.16,249,25,385
437,SAN JUAN_SARMIENTO,"Sarmiento, San Juan",FRENTE PARA LA VICTORIA,32.6,67.4,4379,9052,83.9,16270,13651,0.62,0.03,0.96,85,4,131
438,SAN JUAN_ULLUM,"Ullum, San Juan",FRENTE PARA LA VICTORIA,19.28,80.72,649,2718,87.86,3872,3402,0.47,0.09,0.47,16,3,16
439,SAN JUAN_VALLE FERTIL,"Valle Fertil, San Juan",FRENTE PARA LA VICTORIA,34,66,1573,3053,78.84,5935,4679,0.34,0,0.79,16,0,37
440,SAN JUAN_ZONDA,"Zonda, San Juan",FRENTE PARA LA VICTORIA,26.24,73.76,860,2418,83.81,3983,3338,0.48,0.03,1.29,16,1,43
441,SAN LUIS_AYACUCHO,"Ayacucho, San Luis",FRENTE PARA LA VICTORIA,46.25,53.75,5609,6518,75.78,16308,12359,0.78,0.01,1.08,97,1,134
442,SAN LUIS_BELGRANO,"Belgrano, San Luis",FRENTE PARA LA VICTORIA,47.24,52.76,1129,1261,76.62,3178,2435,0.7,0.04,1.11,17,1,27
443,SAN LUIS_CHACABUCO,"Chacabuco, San Luis",CAMBIEMOS,57.01,42.99,8176,6165,81.03,18108,14673,0.96,0.1,1.21,141,14,177
444,SAN LUIS_GOBERNADOR DUPUY,"Gobernador Dupuy, San Luis",CAMBIEMOS,60.04,39.96,4289,2854,76.21,9573,7296,1.37,0.11,0.62,100,8,45
445,SAN LUIS_JUNIN,"Junin, San Luis",CAMBIEMOS,58.62,41.38,11493,8114,79.98,25264,20205,1.47,0.01,1.47,298,3,297
446,SAN LUIS_GENERAL PEDERNERA,"Pedernera, San Luis",CAMBIEMOS,75.06,24.94,59342,19713,80.71,100915,81452,1.17,0.14,1.63,956,113,1328
447,SAN LUIS_CORONEL PRINGLES,"Pringles, San Luis",CAMBIEMOS,63.99,36.01,5831,3282,80.94,11554,9352,0.92,0.02,1.61,86,2,151
448,SAN LUIS_JUAN MARTIN DE PUEYRREDON,"Pueyrredon, San Luis",CAMBIEMOS,61.69,38.31,79646,49465,79.99,166376,133086,1.17,0.12,1.69,1561,161,2253
449,SAN LUIS_LIBERTADOR GENERAL SAN MARTIN,"San Martin, San Luis",CAMBIEMOS,50.93,49.07,1668,1607,79.51,4187,3329,0.93,0,0.69,31,0,23
450,SANTA CRUZ_CORPEN AIKE,"Corpen Aike, Santa Cruz",FRENTE PARA LA VICTORIA,36.65,63.35,2789,4820,73.94,10461,7735,0.57,0.01,1.05,44,1,81
451,SANTA CRUZ_DESEADO,"Deseado, Santa Cruz",FRENTE PARA LA VICTORIA,39.06,60.94,25548,39854,75.69,88385,66897,0.69,0.03,1.52,462,18,1015
452,SANTA CRUZ_GÜER AIKE,"Güer Aike, Santa Cruz",FRENTE PARA LA VICTORIA,47.02,52.98,34779,39189,76.68,98850,75801,0.74,0.03,1.66,558,19,1256
453,SANTA CRUZ_LAGO ARGENTINO,"Lago Argentino, Santa Cruz",FRENTE PARA LA VICTORIA,31.55,68.45,3761,8159,72.31,16964,12267,1.04,0.29,1.5,128,35,184
454,SANTA CRUZ_LAGO BUENOS AIRES,"Lago Buenos Aires, Santa Cruz",FRENTE PARA LA VICTORIA,33.26,66.74,1918,3849,68.71,8614,5919,0.69,0.03,1.84,41,2,109
455,SANTA CRUZ_MAGALLANES,"Magallanes, Santa Cruz",FRENTE PARA LA VICTORIA,42.98,57.02,2591,3437,71.51,8614,6160,0.84,0,1.3,52,0,80
456,SANTA CRUZ_RIO CHICO,"Rio Chico, Santa Cruz",FRENTE PARA LA VICTORIA,30.3,69.7,853,1962,72.24,3973,2870,0.8,0,1.11,23,0,32
457,SANTA FE_BELGRANO,"Belgrano, Santa Fe",CAMBIEMOS,66.43,33.57,19711,9963,80.65,37827,30508,2.18,0,0.55,666,0,168
