id,seccion,agrupacion_ganadora,CAMBIEMOS_perc,COMPROMISO FEDERAL_perc,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_perc,FRENTE PARA LA VICTORIA_perc,PROGRESISTAS_perc,UNIDOS POR UNA NUEVA ALTERNATIVA (UNA)_perc,CAMBIEMOS_votos,COMPROMISO FEDERAL_votos,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_votos,FRENTE PARA LA VICTORIA_votos,PROGRESISTAS_votos,UNIDOS POR UNA NUEVA ALTERNATIVA (UNA)_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos
SAN JUAN_SANTA LUCIA,"Santa Lucia, San Juan",ALIANZA FRENTE PARA LA VICTORIA,21.72,4.21,1.25,41.34,1.2,30.28,6681,1295,383,12714,369,9314,83.74,39126,32766,5.19,0.17,0.78,1700,55,255
SAN JUAN_SARMIENTO,"Sarmiento, San Juan",ALIANZA FRENTE PARA LA VICTORIA,14.84,5.47,1.32,52.13,0.6,25.63,1744,643,155,6125,71,3012,82.33,15226,12536,5.34,0.11,0.81,670,14,102
SAN JUAN_ULLUM,"Ullum, San Juan",ALIANZA FRENTE PARA LA VICTORIA,8.97,4.18,0.32,61.47,3.28,21.78,279,130,10,1911,102,677,87.68,3872,3395,4.51,0.09,3.83,153,3,130
SAN JUAN_VALLE FERTIL,"Valle Fertil, San Juan",ALIANZA FRENTE PARA LA VICTORIA,7.81,7.81,0.49,50.5,0.51,32.87,382,382,24,2469,25,1607,84.68,5935,5026,2.37,0.08,0.28,119,4,14
SAN JUAN_ZONDA,"Zonda, San Juan",ALIANZA FRENTE PARA LA VICTORIA,9.45,9.81,0.45,49.32,0.36,30.61,313,325,15,1634,12,1014,87.07,3983,3468,3.34,0.12,1.01,116,4,35
SAN LUIS_AYACUCHO,"Ayacucho, San Luis",ALIANZA COMPROMISO FEDERAL,22.77,41.47,0.5,27.42,0.61,7.23,2791,5083,61,3361,75,886,80.75,15986,12909,4.28,0.01,0.77,552,1,99
SAN LUIS_BELGRANO,"Belgrano, San Luis",ALIANZA COMPROMISO FEDERAL,14.69,54.54,0.8,21.82,0.87,7.27,406,1507,22,603,24,201,84.9,3423,2906,3.48,0.93,0.52,101,27,15
SAN LUIS_CHACABUCO,"Chacabuco, San Luis",ALIANZA COMPROMISO FEDERAL,29.34,48.21,0.84,11.55,0.74,9.33,4165,6845,119,1640,105,1324,86.05,17851,15360,6.59,0.05,0.93,1012,7,143
SAN LUIS_GOBERNADOR DUPUY,"Gobernador Dupuy, San Luis",ALIANZA COMPROMISO FEDERAL,28.9,50.54,0.58,10.34,0.47,9.17,2097,3667,42,750,34,665,83.84,9244,7750,5.55,0.19,0.65,430,15,50
SAN LUIS_JUNIN,"Junin, San Luis",ALIANZA CAMBIEMOS,35.32,29.97,1.94,18.82,1.63,12.33,6856,5816,376,3652,316,2393,81.67,25261,20631,4.71,0.13,1.09,971,27,224
SAN LUIS_GENERAL PEDERNERA,"Pedernera, San Luis",ALIANZA CAMBIEMOS,36.51,32.15,1.75,10.23,1.24,18.12,27938,24605,1336,7828,948,13866,82.01,98556,80821,3.94,0.1,1.28,3187,79,1034
SAN LUIS_CORONEL PRINGLES,"Pringles, San Luis",ALIANZA COMPROMISO FEDERAL,28.52,49.53,1.03,11.13,0.52,9.26,2565,4455,93,1001,47,833,83.82,11554,9684,5.86,0.17,1.1,567,16,107
SAN LUIS_JUAN MARTIN DE PUEYRREDON,"Pueyrredon, San Luis",ALIANZA COMPROMISO FEDERAL,29.12,35.98,2.2,18.15,1.62,12.93,36718,45365,2780,22886,2040,16302,81.23,162972,132377,3.24,0.09,1.41,4292,121,1873
SAN LUIS_LIBERTADOR GENERAL SAN MARTIN,"San Martin, San Luis",ALIANZA COMPROMISO FEDERAL,9.49,68.21,0.38,17,0.29,4.63,322,2315,13,577,10,157,86.53,4187,3623,5.93,0.08,0.3,215,3,11
SANTA CRUZ_CORPEN AIKE,"Corpen Aike, Santa Cruz",ALIANZA FRENTE PARA LA VICTORIA,19.6,0.41,2.19,58.65,0.93,18.23,1498,31,167,4482,71,1393,76.3,10461,7982,3.6,0.06,0.6,287,5,48
SANTA CRUZ_DESEADO,"Deseado, Santa Cruz",ALIANZA FRENTE PARA LA VICTORIA,23.06,0.45,3.27,46.28,1.38,25.55,14344,277,2036,28788,860,15893,77.48,85216,66029,4.38,0.18,1.24,2895,119,817
SANTA CRUZ_GÜER AIKE,"Güer Aike, Santa Cruz",ALIANZA FRENTE PARA LA VICTORIA,30.83,0.43,3.08,43.21,0.83,21.61,22298,313,2230,31257,600,15632,78.32,96370,75480,3.08,0.09,1.01,2322,69,759
SANTA CRUZ_LAGO ARGENTINO,"Lago Argentino, Santa Cruz",ALIANZA FRENTE PARA LA VICTORIA,18.87,0.42,3.72,60.35,2.4,14.24,2321,52,458,7422,295,1751,74.1,17267,12794,2.61,0.09,1.17,334,11,150
SANTA CRUZ_LAGO BUENOS AIRES,"Lago Buenos Aires, Santa Cruz",ALIANZA FRENTE PARA LA VICTORIA,17.44,0.99,3.31,58.19,1.78,18.29,1026,58,195,3424,105,1076,74.67,8329,6219,4.29,0.1,1,267,6,62
SANTA CRUZ_MAGALLANES,"Magallanes, Santa Cruz",ALIANZA FRENTE PARA LA VICTORIA,26.01,0.38,2.47,44.35,1.23,25.56,1580,23,150,2694,75,1553,73.93,8614,6368,3.64,0.02,0.94,232,1,60
SANTA CRUZ_RIO CHICO,"Rio Chico, Santa Cruz",ALIANZA FRENTE PARA LA VICTORIA,15.55,0.47,4.57,64.36,0.08,14.97,398,12,117,1647,2,383,74.75,3644,2724,5.43,0.11,0.51,148,3,14
SANTA FE_BELGRANO,"Belgrano, Santa Fe",ALIANZA CAMBIEMOS,44.27,1.53,1.59,27.61,3.46,21.53,12917,447,464,8055,1010,6282,80.25,37477,30077,2.56,0.02,0.41,771,7,124
SANTA FE_CASEROS,"Caseros, Santa Fe",ALIANZA CAMBIEMOS,43.52,2.22,2.67,23.11,4.14,24.33,23932,1223,1471,12710,2276,13379,80.28,70676,56739,2.27,0.02,0.79,1288,12,448
SANTA FE_CASTELLANOS,"Castellanos, Santa Fe",ALIANZA CAMBIEMOS,45.38,1.27,1.94,25.27,3.25,22.9,49888,1397,2128,27787,3572,25172,79.78,141971,113270,2.02,0.01,0.91,2287,12,1027
SANTA FE_CONSTITUCION,"Constitucion, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,31.93,1.87,2.84,34.71,3.67,24.98,18300,1074,1630,19895,2101,14319,80.93,73181,59222,2.4,0.1,0.71,1420,60,423
SANTA FE_GARAY,"Garay, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,28.54,0.93,1.49,45.59,2.99,20.45,3578,117,187,5715,375,2564,73.77,17986,13269,4.24,0.14,1.15,563,18,152
SANTA FE_GENERAL LOPEZ,"General Lopez, Santa Fe",ALIANZA CAMBIEMOS,41.74,3.2,2.1,27.38,3.04,22.53,51508,3954,2591,33785,3753,27801,78.25,162076,126824,2.05,0.01,0.65,2599,7,826
SANTA FE_GENERAL OBLIGADO,"General Obligado, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,38.45,0.7,1.36,39.98,2.15,17.36,39395,719,1398,40962,2200,17787,76.39,138463,105765,2.29,0.01,0.82,2420,12,872
SANTA FE_IRIONDO,"Iriondo, Santa Fe",ALIANZA CAMBIEMOS,36.37,1.77,2.41,31.15,4.3,24.01,15803,771,1046,13535,1867,10431,78.92,57200,45143,3.17,0.16,0.41,1429,74,187
SANTA FE_LA CAPITAL,"La Capital, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,33,1.17,2.59,33.28,4.89,25.08,101736,3605,7974,102611,15065,77332,76.11,421922,321124,2.39,0.17,1.42,7674,552,4575
SANTA FE_LAS COLONIAS,"Las Colonias, Santa Fe",ALIANZA CAMBIEMOS,48.07,1.39,1.36,22.2,3.32,23.66,31654,917,893,14617,2188,15580,80.56,84768,68293,2.81,0,0.77,1919,1,524
SANTA FE_9 DE JULIO,"Nueve De Julio, Santa Fe",ALIANZA CAMBIEMOS,39.96,0.87,0.88,37.59,2.67,18.03,7040,153,155,6623,470,3177,73.63,24760,18232,2.59,0.01,0.76,473,2,139
SANTA FE_ROSARIO,"Rosario, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,31.06,1.53,3.66,31.94,4.46,27.35,235635,11585,27785,242313,33874,207512,77.98,1013581,790379,2.58,0.06,1.37,20373,478,10824
SANTA FE_SAN CRISTOBAL,"San Cristobal, Santa Fe",ALIANZA CAMBIEMOS,40.7,0.88,1.21,34.02,2.9,20.28,16831,364,502,14066,1200,8387,75.83,56596,42915,3.05,0,0.59,1311,1,253
SANTA FE_SAN JAVIER,"San Javier, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,34.82,0.8,1.16,44.45,2.52,16.26,6504,150,216,8304,470,3037,75.06,26017,19528,3.45,0.01,0.88,674,2,171
SANTA FE_SAN JERONIMO,"San Jeronimo, Santa Fe",ALIANZA CAMBIEMOS,35.25,1.31,1.9,34.71,3.53,23.31,17603,652,950,17333,1761,11640,78.48,66496,52185,3.18,0.39,0.73,1660,203,383
SANTA FE_SAN JUSTO,"San Justo, Santa Fe",ALIANZA CAMBIEMOS,42.68,0.96,1.48,31.92,3.3,19.66,11045,248,382,8259,854,5088,76.59,35064,26857,2.84,0.01,0.8,763,4,214
SANTA FE_SAN LORENZO,"San Lorenzo, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,31.33,1.58,2.44,32.74,3.48,28.43,33237,1674,2590,34739,3693,30160,80.59,136481,109995,2.55,0,0.99,2806,4,1092
SANTA FE_SAN MARTIN,"San Martin, Santa Fe",ALIANZA CAMBIEMOS,43.58,1.5,1.81,24.7,3.52,24.9,17690,608,733,10026,1429,10106,79,53154,41994,2.29,0,1.04,962,2,438
SANTA FE_VERA,"Vera, Santa Fe",ALIANZA FRENTE PARA LA VICTORIA,34.35,0.91,1.22,43.13,2.46,17.93,10062,266,356,12633,721,5251,72.05,42224,30423,3.04,0.01,0.68,926,2,206
SANTIAGO DEL ESTERO_AGUIRRE,"Aguirre, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,38.95,0.34,0.36,54.49,0.47,5.41,2082,18,19,2913,25,289,81.5,6599,5378,0.46,0,0.13,25,0,7
SANTIAGO DEL ESTERO_ALBERDI,"Alberdi, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,8.13,0.32,0.35,81.6,0.36,9.24,742,29,32,7447,33,843,80.86,11356,9182,0.57,0,0.04,52,0,4
SANTIAGO DEL ESTERO_ATAMISQUI,"Atamisqui, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,6.77,0.44,0.42,85.26,0.17,6.93,504,33,31,6345,13,516,79.37,9465,7512,0.53,0,0.4,40,0,30
SANTIAGO DEL ESTERO_AVELLANEDA,"Avellaneda, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,10.68,0.61,0.81,79.13,0.6,8.17,1408,80,107,10429,79,1077,79.24,16789,13304,0.77,0,0.17,102,0,22
SANTIAGO DEL ESTERO_BANDA,"Banda, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,12.64,0.42,1.79,54.69,0.91,29.55,11585,386,1642,50119,831,27078,82.42,113661,93681,1.63,0.06,0.5,1523,52,465
SANTIAGO DEL ESTERO_BELGRANO,"Belgrano, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,37.77,0.51,0.64,47.3,0.75,13.03,2302,31,39,2883,46,794,83.43,7417,6188,1.13,0.1,0.27,70,6,17
SANTIAGO DEL ESTERO_CAPITAL,"Capital, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,19.58,0.45,2.31,51.64,1.48,24.53,35083,815,4143,92509,2646,43937,82.87,220948,183105,1.49,0.03,0.65,2729,61,1182
SANTIAGO DEL ESTERO_CHOYA,"Choya, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,12.43,0.51,1.33,63.87,1.21,20.64,2899,119,311,14898,283,4814,81.17,29292,23776,1.36,0.04,0.5,323,9,120
SANTIAGO DEL ESTERO_COPO,"Copo, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,8.27,0.46,0.62,79.47,0.56,10.62,1231,69,92,11823,83,1580,76.45,19806,15142,1.58,0.01,0.15,240,2,22
SANTIAGO DEL ESTERO_FIGUEROA,"Figueroa, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,3.79,0.35,0.58,87.07,0.4,7.81,369,34,56,8469,39,760,74.45,13198,9826,0.73,0.07,0.2,72,7,20
SANTIAGO DEL ESTERO_GUASAYAN,"Guasayan, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,5.59,0.49,0.88,80.58,0.45,12,260,23,41,3748,21,558,80.49,5870,4725,1.19,0,0.38,56,0,18
SANTIAGO DEL ESTERO_JIMENEZ,"Jimenez, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,6.67,0.4,0.46,82.6,0.5,9.37,578,35,40,7157,43,812,78.17,11218,8769,0.94,0.01,0.24,82,1,21
SANTIAGO DEL ESTERO_JUAN F. IBARRA,"Juan F. Ibarra, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,10.42,0.61,0.32,76.45,0.52,11.68,996,58,31,7309,50,1117,79.62,12153,9676,0.99,0,0.2,96,0,19
SANTIAGO DEL ESTERO_LORETO,"Loreto, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,15.8,0.49,0.82,67.83,0.65,14.4,1954,61,101,8387,80,1781,77.94,16169,12602,1.39,0.2,0.3,175,25,38
SANTIAGO DEL ESTERO_MITRE,"Mitre, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,30.46,0.36,0.12,63.35,0.49,5.22,251,3,1,522,4,43,72.33,1160,839,1.19,0,0.6,10,0,5
SANTIAGO DEL ESTERO_MORENO,"Moreno, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,13.4,0.48,0.62,72.75,0.53,12.22,2609,93,120,14162,104,2378,80.02,24731,19790,1.41,0.05,0.18,280,9,35
SANTIAGO DEL ESTERO_OJO DE AGUA,"Ojo De Agua, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,17.17,0.49,0.71,69.44,0.49,11.7,1726,49,71,6979,49,1176,80.53,12600,10147,0.66,0.03,0.27,67,3,27
SANTIAGO DEL ESTERO_PELLEGRINI,"Pellegrini, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,10.64,0.49,0.4,79.41,0.36,8.69,1314,61,49,9802,45,1073,77.53,16087,12473,0.9,0.02,0.11,112,3,14
SANTIAGO DEL ESTERO_QUEBRACHOS,"Quebrachos, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,17.24,0.6,0.79,65.9,0.72,14.74,999,35,46,3818,42,854,76.67,7663,5875,1,0,0.37,59,0,22
SANTIAGO DEL ESTERO_RIO HONDO,"Rio Hondo, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,8.26,0.47,1.36,71.72,0.72,17.47,2888,164,476,25069,250,6108,80.45,44312,35648,1.2,0.1,0.65,427,35,231
SANTIAGO DEL ESTERO_RIVADAVIA,"Rivadavia, Santiago Del Estero",ALIANZA CAMBIEMOS,42.74,0.44,1.03,40.8,0.97,14.02,1366,14,33,1304,31,448,81.38,3963,3225,0.84,0,0.06,27,0,2
SANTIAGO DEL ESTERO_ROBLES,"Robles, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,11.92,0.52,0.87,70.51,0.69,15.5,3298,145,240,19513,191,4289,80.7,34867,28136,1.27,0.02,0.35,357,5,98
SANTIAGO DEL ESTERO_SALAVINA,"Salavina, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,8.9,0.41,0.36,82.86,0.28,7.19,546,25,22,5082,17,441,74.77,8288,6197,0.87,0.02,0.15,54,1,9
SANTIAGO DEL ESTERO_SAN MARTIN,"San Martin, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,6.65,0.54,0.6,83.52,0.37,8.32,344,28,31,4319,19,430,75.75,6896,5224,0.9,0,0.11,47,0,6
SANTIAGO DEL ESTERO_SARMIENTO,"Sarmiento, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,6.69,0.56,0.47,81.35,0.73,10.19,155,13,11,1884,17,236,77.05,3041,2343,1.02,0,0.13,24,0,3
SANTIAGO DEL ESTERO_SILIPICA,"Silipica, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,6.37,0.35,0.54,83.41,0.35,8.99,345,19,29,4520,19,487,81.32,6756,5494,1.09,0.04,0.24,60,2,13
SANTIAGO DEL ESTERO_GENERAL TABOADA,"Taboada, Santiago Del Estero",ALIANZA FRENTE PARA LA VICTORIA,14.46,0.56,1.02,70.78,0.75,12.43,3603,140,254,17633,188,3096,81.4,31184,25384,1.49,0.01,0.35,379,3,88
TIERRA DEL FUEGO_ANTARTIDA ARGENTINA,"Antartida Argentina, Tierra Del Fuego",ALIANZA CAMBIEMOS,63.23,1.29,3.23,9.68,1.29,21.29,98,2,5,15,2,33,55.16,281,155,0,0,0,0,0,0
TIERRA DEL FUEGO_RIO GRANDE,"Rio Grande, Tierra Del Fuego",ALIANZA FRENTE PARA LA VICTORIA,17.9,1.55,3.98,49.21,2.99,24.36,9433,819,2095,25932,1578,12837,76.8,71125,54627,2.06,0.07,1.41,1124,38,771
TIERRA DEL FUEGO_USHUAIA,"Ushuaia, Tierra Del Fuego",ALIANZA FRENTE PARA LA VICTORIA,27.01,1.72,4.97,40.53,3.71,22.06,10412,663,1917,15622,1429,8503,73.36,54374,39890,1.67,0.07,1.63,667,26,651
TUCUMAN_JUAN BAUTISTA ALBERDI,"Alberdi, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,23.32,0.78,0.75,54.92,0.89,19.34,4301,144,139,10128,165,3566,81.99,23057,18904,1.84,0.04,0.57,347,7,107
TUCUMAN_BURRUYACU,"Burruyacu, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,14.92,0.8,0.45,69.54,0.88,13.4,3754,202,113,17492,222,3370,80.52,31997,25763,2.07,0.01,0.28,534,3,73
TUCUMAN_CAPITAL,"Capital, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,34.77,1.03,2.52,36.49,1.87,23.32,117834,3475,8555,123684,6353,79041,80.65,433901,349931,2.18,0.11,0.86,7611,382,2996
TUCUMAN_CHICLIGASTA,"Chicligasta, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,24.51,0.86,0.93,55.25,1.12,17.33,12588,442,477,28383,575,8903,84,62771,52728,1.85,0.09,0.63,977,50,333
TUCUMAN_CRUZ ALTA,"Cruz Alta, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,19.07,0.79,1.6,57.34,0.97,20.22,22376,932,1878,67278,1136,23722,83.55,144829,121010,2.37,0.1,0.58,2865,122,701
TUCUMAN_FAMAILLA,"Famailla, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,17.9,0.99,1.35,57.2,0.97,21.59,3814,210,287,12188,206,4601,81.07,27384,22200,3.18,0.11,0.73,707,24,163
TUCUMAN_GRANEROS,"Graneros, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,12.24,1.14,0.4,74.43,0.61,11.18,1017,95,33,6186,51,929,81.76,10388,8493,1.88,0.02,0.24,160,2,20
TUCUMAN_LA COCHA,"La Cocha, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,19.45,0.69,0.46,62.98,0.77,15.66,2392,85,56,7746,95,1926,84.2,14884,12533,1.25,0.05,0.56,157,6,70
TUCUMAN_LEALES,"Leales, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,15.32,0.75,0.88,64.82,0.68,17.55,5574,274,322,23585,247,6385,84.23,44274,37291,1.82,0.03,0.58,678,10,216
TUCUMAN_LULES,"Lules, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,25.42,1.01,1.52,50.91,1.13,20.01,9944,395,594,19915,442,7828,83.91,48023,40296,2.09,0.04,0.79,843,15,320
TUCUMAN_MONTEROS,"Monteros, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,16.55,0.74,1.31,62.81,1,17.59,6759,301,537,25657,409,7184,84.12,49668,41781,1.85,0.05,0.34,771,20,143
TUCUMAN_RIO CHICO,"Rio Chico, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,17.52,0.6,0.89,63.06,0.8,17.12,6590,227,333,23718,302,6440,84.51,45593,38532,1.67,0.11,0.62,642,42,238
TUCUMAN_SIMOCA,"Simoca, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,15.49,0.61,0.54,69.45,0.7,13.22,3274,128,115,14682,147,2795,81.78,26306,21512,1.31,0.08,0.33,282,17,72
TUCUMAN_TAFI DEL VALLE,"Tafi Del Valle, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,14.52,1.22,1.04,61.49,0.95,20.78,1427,120,102,6042,93,2042,81.95,12432,10188,2.56,0.03,0.96,261,3,98
TUCUMAN_TAFI VIEJO,"Tafi Viejo, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,25.63,1.15,2.19,44.74,1.53,24.75,20498,922,1752,35781,1222,19797,83.3,99370,82779,2.31,0.14,0.94,1916,115,776
TUCUMAN_TRANCAS,"Trancas, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,19.96,1.05,0.69,56.3,1.57,20.42,2139,113,74,6032,168,2188,81.38,13583,11054,1.76,0.19,1.13,194,21,125
TUCUMAN_YERBA BUENA,"Yerba Buena, Tucuman",ALIANZA CAMBIEMOS,43.14,0.92,2.08,35.97,1.8,16.09,23452,502,1130,19558,979,8746,84.94,65735,55833,1.79,0.1,0.74,998,54,414
